chain,draw,a,b,sigma
0,92,-34.01044829365754,0.5041254205310723,4.790702730895199
0,93,-33.08056553500584,0.4963244512284879,5.117474968832047
0,94,-33.20625967654087,0.49829147707046967,5.085991010355312
0,95,-33.62859375697135,0.4997912869104996,5.150382559781795
0,96,-33.54804150494084,0.5000376105934832,5.134416770944115
0,97,-33.72045893424624,0.5011229393800989,5.197689666729741
0,98,-34.13624936611587,0.5038598902395712,5.063153028006519
0,99,-34.35854479464226,0.5082647138818642,5.01688166755849
0,100,-34.45274489356527,0.5060413589160536,5.039869198737335
0,101,-34.26328758676188,0.5058236601823266,5.040527583461979
0,102,-34.02002308064098,0.5046884900031254,5.146265208130149
0,103,-34.36787556627731,0.5046094012201755,5.102301527922299
0,104,-33.43271338032735,0.49804463557095535,4.9716156427492395
0,105,-33.241102875050366,0.49956500947138055,5.0424653393274
0,106,-33.44812356415265,0.4981992600633955,5.037143378176655
0,107,-33.03772890034138,0.49820767739389965,4.988870118540881
0,108,-32.86678219831118,0.4935128380555295,5.157790995684037
0,109,-33.30776802496614,0.4971713865651528,5.1577740923690705
0,110,-32.80577895362491,0.4936279631788824,5.075488872831234
0,111,-32.670080409869236,0.49480052270468916,5.064524610894426
0,112,-32.80249750939908,0.49351317399631495,4.899663461603806
0,113,-33.86740159107481,0.5039555168224191,5.05522537171297
0,114,-33.96339919217285,0.5018210205237027,5.087930436890771
0,115,-33.56542138851964,0.5018248284623946,5.0124553332247554
0,116,-33.857276188597325,0.5010242741084996,4.956289630665974
0,117,-33.60056430190901,0.502306493820747,4.92893586592056
0,118,-33.95792286284162,0.5014820808375765,5.041306811352632
0,119,-33.65785961678881,0.5026259908660913,5.064513401592562
0,120,-33.9856711668944,0.5004511515110897,5.090927296877522
0,121,-33.813041892845476,0.5045600147875182,5.082234790902975
0,122,-34.063676774580436,0.5047445828639041,5.073630645725192
0,123,-34.196047899225796,0.5036335966229964,5.057762046076226
0,124,-33.18061734485713,0.49752321132225785,5.2158900806013575
0,125,-32.33654108342579,0.4919063712650494,5.099609441271688
0,126,-32.35582834243841,0.4911070351739337,5.081535781996691
0,127,-30.83819512303796,0.48103323860927566,4.978250018534388
0,128,-31.38943429427305,0.4839165098273847,5.074082710155431
0,129,-31.113021447897673,0.48500197541805895,5.065950128508568
0,130,-31.26147171607886,0.4858678305227461,5.048326961295145
0,131,-31.568671243289554,0.4829436045837651,5.073997305826534
0,132,-31.303106944123332,0.4843101730967919,5.067665776810411
0,133,-34.79422957723028,0.507112648800222,4.977694721318872
0,134,-34.36708885464177,0.5075609947568007,5.163037087130361
0,135,-33.33507633642753,0.4977276690282024,5.0555820341839555
0,136,-33.60493178500368,0.5016693096097482,5.15600712432418
0,137,-33.878493653652605,0.5022515534254766,5.152088605768651
0,138,-32.272405496564,0.49346346219989073,4.946436793870152
0,139,-32.498496183566424,0.49502441068328934,4.703361279080341
0,140,-33.1421616074898,0.497468646946792,4.760831532306576
0,141,-33.247065807137275,0.497793666342405,5.178610591091406
0,142,-33.414216079304424,0.4971710164319029,5.209606024618605
0,143,-34.16387504243511,0.5034534889744452,5.282106291538337
0,144,-34.232111541658185,0.5054901858639265,5.119476538182187
0,145,-34.63966111949603,0.5077014319119315,5.125156049303909
0,146,-34.555641031277496,0.5070906711064072,5.094309946718805
0,147,-34.97004696885325,0.5102960777270775,5.0187553250592
0,148,-33.89753982161496,0.5025333222866162,5.167366524115911
0,149,-33.69445621056621,0.5026124293626569,5.148695412034366
0,150,-34.42980536532176,0.5063685889973006,4.984824581426689
0,151,-34.43026472969109,0.505529862937549,4.985913340032056
0,152,-33.65398526489729,0.4990377158603076,4.868975387561743
0,153,-32.58118173267223,0.49477773702305305,4.919883982572154
0,154,-33.731976043611795,0.5029296983385325,4.852519473734197
0,155,-34.43140742856787,0.5091026156690138,5.0237034252601624
0,156,-34.67050888437545,0.5074429454342303,5.047014298619677
0,157,-34.06357685378324,0.5032953634469859,4.852934099577587
0,158,-34.02010525738921,0.5041589437835092,4.776441339578
0,159,-33.41305933748175,0.49997616768622477,4.851227776205159
0,160,-34.12215863939772,0.5045553181179928,5.0371760113454735
0,161,-32.94835783003803,0.49621394737884933,5.0280210380357895
0,162,-33.10787439436477,0.4973807352201181,4.964415603779199
0,163,-33.695486820188215,0.5018134843068139,4.906333240794774
0,164,-33.88525888298584,0.5034720884513387,5.061169717472516
0,165,-33.6921961064789,0.5032899852108569,5.19848442677521
0,166,-34.27611217289406,0.5047886992912423,5.263223482512245
0,167,-33.51095378248628,0.5017358064389825,4.982186734050838
0,168,-33.73771543575986,0.5001350283261117,4.9549189374968545
0,169,-33.63345013348213,0.5009135537646947,4.959895724718402
0,170,-33.25272480524896,0.4981876100706234,4.969598183127265
0,171,-32.62575665695051,0.49339997504084077,5.331195994683075
0,172,-33.55617956344321,0.4991397784084434,5.255062245498202
0,173,-33.98327294630559,0.504176079934802,4.908178257610006
0,174,-33.89265674210252,0.5015771350255123,5.055204322547815
0,175,-32.80999062454098,0.49476247939046486,4.842381014690885
0,176,-32.83161066322254,0.4951646353387535,4.851848896069722
0,177,-33.28457254787325,0.4984856353627639,4.754170416842442
0,178,-32.588588136654906,0.4938171930799522,4.661166230421866
0,179,-34.30970105647916,0.5043082709742633,4.998244278468547
0,180,-34.23769479328168,0.5051922426048183,5.1723305838029585
0,181,-34.14565683359899,0.5050198771271668,5.099943819130529
0,182,-34.6479730304192,0.5085268222516209,5.055775666303493
0,183,-34.414119740835126,0.5062902755771486,5.01135477469299
0,184,-33.30073909416008,0.49687578763917906,5.1663003270347545
0,185,-31.65042298137752,0.4880490651867336,5.394546257464345
0,186,-33.82863476596221,0.5041190275632641,4.758358095634855
0,187,-33.67582080698474,0.5013293479447947,5.14361133019775
0,188,-32.953685038673434,0.49630117573747734,5.135984403067525
0,189,-32.2773490376298,0.4917841082076481,4.937281476646627
0,190,-34.508542683977716,0.5080439111380434,4.833535105845054
0,191,-34.496934755039504,0.5078801008792623,4.806732202817611
0,192,-34.41847702737559,0.5058067617404373,5.054777185239772
0,193,-34.609870746365914,0.5076252169955189,5.051236162752994
0,194,-33.61412741229692,0.5000290833183696,5.028948758258277
0,195,-33.674732512616785,0.502007126358376,5.081775688591374
0,196,-33.601347723486604,0.5010606205667493,4.941357026393282
0,197,-32.43359768577992,0.49271046676157526,4.92848431905557
0,198,-32.159440111147404,0.48836914831633665,4.818781069117298
0,199,-31.72053173828328,0.48499847355085984,5.1178097510139064
0,200,-34.748069429638115,0.5102346056985825,4.89157318743162
0,201,-33.32872427893871,0.4970567595787093,5.018593209967453
0,202,-34.62117848246711,0.508114972998773,4.899782223054362
0,203,-33.208161869037745,0.4987600371297271,5.039429061762984
0,204,-33.94006166777263,0.5032814209563478,4.86248852214278
0,205,-33.14800059866273,0.4977927134154998,5.088311028987126
0,206,-33.256255802876,0.497770817378509,5.01987208364392
0,207,-33.752924452148804,0.5004496598363939,5.012613732658284
0,208,-33.752924452148804,0.5004496598363939,5.012613732658284
0,209,-34.4708938234018,0.5053295229204174,5.003673429035548
0,210,-35.902063297291086,0.5153292525152441,5.093887512740808
0,211,-32.97075236668956,0.49773867932785704,5.470747883094786
0,212,-33.18962693749469,0.49768228756248745,5.435290334887077
0,213,-32.53612844242685,0.49398739159680294,5.182137654396602
0,214,-34.3961943535811,0.5065100790789089,4.955572036725451
0,215,-34.19154513463519,0.5048010661749096,5.007464323867983
0,216,-34.15608334479058,0.5050546438778426,4.963282933501513
0,217,-33.91054155983138,0.50189122952399,4.850873312232514
0,218,-34.35335439733327,0.5042608419955505,4.79414251888883
0,219,-32.9356104505833,0.4942475534106654,5.010524712487547
0,220,-32.95018011376842,0.4981764289120475,5.023482474094112
0,221,-32.68960996510203,0.4923094909208785,4.8755701268795
0,222,-33.64784333531183,0.5008225340470753,5.165916488931595
0,223,-33.422426556268974,0.5012786890752134,5.050617237499033
0,224,-34.571060573758245,0.5072170203722526,4.91520518467838
0,225,-36.47017754736982,0.5192915588596273,4.932107655634613
0,226,-35.07663803585469,0.512721866915849,4.8982912728642045
0,227,-35.10595223367721,0.5098460118319422,4.919143922781107
0,228,-34.843763987646355,0.5108758248942884,4.937948547588042
0,229,-34.119626991497,0.5029026129845215,5.029101376601263
0,230,-31.774541882282183,0.4905950526245021,5.038095263120961
0,231,-33.75555258725323,0.5022948414916386,4.799709175154378
0,232,-33.82130219730324,0.5030099305401632,5.095696916655546
0,233,-33.600953582476414,0.5037496401931693,4.988693017491923
0,234,-33.640098524480074,0.5010752224363852,4.979506438326257
0,235,-31.61766671467164,0.4858687185352619,4.890770314784104
0,236,-34.05586929982898,0.5037183380921885,5.054807598868665
0,237,-35.175751867914585,0.5086890327624729,5.101392844245808
0,238,-35.09336697282667,0.5103269169876427,4.884895134431204
0,239,-34.89480501771324,0.5105866789105382,4.882655513494467
0,240,-35.61778054063587,0.5140171991859543,4.8579379892545225
0,241,-34.6915697646787,0.5093287763533236,4.796245827688434
0,242,-31.843990128931203,0.4880824994966379,5.01336482921364
0,243,-33.66434906703051,0.5014956177963888,4.986284708640473
0,244,-33.63077624912215,0.500819995501326,4.992282896366302
0,245,-33.46881730098583,0.5023395472137837,4.985429181065167
0,246,-32.42215297996811,0.49461647823407684,5.007200998682809
0,247,-32.68312631507734,0.4935284097707935,5.096384739090395
0,248,-35.2107436722322,0.5126242866104255,4.894196616921665
0,249,-32.01653401607077,0.48877510358650794,5.008920392086461
0,250,-31.73108309755842,0.4877612832790623,5.027825792909985
0,251,-32.55700943510096,0.4934643144462963,4.94362431467252
0,252,-32.60005990565399,0.49471654218700545,4.883628836542847
0,253,-33.69489719983613,0.49972555829068416,4.984064419148257
0,254,-33.36574570572373,0.4986000252539404,5.183458564986223
0,255,-31.933523845454097,0.48773738256026106,5.1710298176324185
0,256,-32.50791778381649,0.4912747969887245,5.095569587265435
0,257,-32.76973576005489,0.4915957394142233,4.945324119245186
0,258,-33.003743972113554,0.4943279090437387,4.821191118549955
0,259,-32.94705089453033,0.49868795323000686,4.923577736266086
0,260,-33.11803779266574,0.4961904049496018,5.032836323862677
0,261,-32.765890512168504,0.4973948532718731,5.040710311139582
0,262,-33.54045107634962,0.49879635055041144,4.921138580886492
0,263,-35.11077214171494,0.5117834462139531,5.167032427929392
0,264,-33.35991799436693,0.497882174235541,5.183069244003243
0,265,-32.170307660292686,0.48955677227803324,5.116226681721922
0,266,-32.13025192150799,0.4936601187422175,5.0719494477880325
0,267,-33.14516277974337,0.49495141006090726,5.041952339601458
0,268,-32.78183280250722,0.497921096348232,5.072451136222918
0,269,-34.69673769230743,0.5065584076768225,5.1185634116909595
0,270,-34.19986846667708,0.5064026780406075,5.180329425584978
0,271,-33.726995751148465,0.5030124072245384,4.852539795564414
0,272,-34.601691870308386,0.5091541065397942,5.021197765447715
0,273,-34.59252671213099,0.506402674848476,4.998887852776923
0,274,-33.576986611354535,0.4993813370781884,5.1469899838375754
0,275,-33.88818614097063,0.5045464571034299,5.206990965701505
0,276,-34.375998331122595,0.5070328115044529,5.243719419127599
0,277,-35.00866808404936,0.5117615801609476,4.870370893126202
0,278,-34.6711629111296,0.5070293436383589,4.954102162722181
0,279,-33.612997454279615,0.5006666883670714,5.002462654662828
0,280,-33.41476623472155,0.5006763838317988,5.064940972401349
0,281,-33.82721266771282,0.5028910318152007,4.7453919607455335
0,282,-34.533005860588396,0.5068804004084198,4.933960607832016
0,283,-34.80161861808664,0.5078424132873836,4.919802122606049
0,284,-34.811360344538095,0.5101879739046089,4.906176717741017
0,285,-35.37979620670167,0.5137626783325703,4.920548164061261
0,286,-35.16634939514864,0.5111981456995269,4.90420808689251
0,287,-34.69916315765386,0.5089573278741638,4.8985326436848045
0,288,-34.804174303112916,0.5093346660278861,4.954984709811346
0,289,-33.41251379255754,0.4989944551824737,5.0256711093441115
0,290,-32.997618971763316,0.49589172017650757,4.739916387069648
0,291,-33.60323968700749,0.5011295425998212,4.742499542645867
0,292,-33.21807506847304,0.49801991010574387,4.88330562510711
0,293,-33.16824250046894,0.49451316457891037,5.0138968456845046
0,294,-32.84554419088309,0.49624358420399245,4.993513642927571
0,295,-32.83940741971548,0.49422396776478034,4.999633977047194
0,296,-34.1733878147259,0.5016905662702349,5.2347656571998105
0,297,-34.10090016563869,0.5022332622784299,5.227544654080677
0,298,-35.227732224037815,0.5093477941879797,4.83706906497637
0,299,-34.70211972535402,0.5111658206849714,4.818958484870365
0,300,-34.901779311548495,0.5098692033423384,4.828745919841237
0,301,-35.003572098686995,0.5097841614062614,4.826309441813318
0,302,-35.14905500642528,0.5124507831598403,4.763260411027207
0,303,-34.18836168354729,0.5055444563987084,4.857903970345571
0,304,-34.46946418710972,0.5067343740346942,5.070317277751584
0,305,-33.79603870768481,0.501901687440877,5.063076071459008
0,306,-34.222975425731704,0.5045490450114021,5.3881180797300186
0,307,-34.3109182856232,0.5033364857250727,5.331391336509209
0,308,-33.57790262990692,0.5001991036940175,4.701553035313922
0,309,-33.30725378646005,0.4985445686793687,4.941529193480515
0,310,-33.55308717363014,0.4980712409377439,4.939344524711547
0,311,-34.621279813409984,0.5083480206360913,4.820248944097517
0,312,-34.850299480459334,0.5088461026517566,4.778549840445659
0,313,-35.031564055804736,0.5094543319651262,4.877808931285385
0,314,-34.9873617457324,0.5094970037351051,5.200615222663846
0,315,-35.21237191859111,0.5113481695735115,5.202467356819616
0,316,-35.088558184104826,0.5079850394008676,5.144717278518235
0,317,-32.393427633144896,0.4930020931270095,5.251632679760196
0,318,-33.96016537808314,0.5025249013207087,4.969509766317971
0,319,-33.4393516895423,0.4997516945953009,4.903463984632864
0,320,-33.66625899604466,0.5029099156788549,5.157826430170399
0,321,-32.21126353179265,0.4928937928283645,5.112612450477869
0,322,-33.12582524974636,0.49973948669613544,5.09606663682597
0,323,-33.24007582760368,0.4996933603104063,5.128806889770264
0,324,-33.72072079728682,0.49887910611631325,5.043148347746451
0,325,-33.507205465607484,0.5004179742593211,5.007640904480072
0,326,-33.63623640441098,0.5000058260573103,5.0860611570956715
0,327,-31.991623672721026,0.4878137209476832,4.979028047225816
0,328,-31.713294293936997,0.48883986827819587,4.9563074695653695
0,329,-32.08398184439341,0.48892597973693364,4.968928509735414
0,330,-32.396536045348604,0.4929664581110824,4.964263552904759
0,331,-33.23989870565793,0.49696083916730205,5.061703250651771
0,332,-32.86204257876732,0.49734556471055125,5.017523325096973
0,333,-33.39632233673848,0.49761296923434206,5.125375469411779
0,334,-34.673711207530815,0.5086132907054204,5.223260521728559
0,335,-33.663725395495405,0.5024991017067767,5.123665233971969
0,336,-32.76715245934467,0.49630065746453755,5.095185262575352
0,337,-32.638315973351986,0.4928156353260763,4.872296830384812
0,338,-33.1352915331268,0.4982487594193076,4.970520558984488
0,339,-32.78861633708921,0.49845674987442606,4.953899593200885
0,340,-32.30104543853644,0.49387027578674225,5.114901075365065
0,341,-34.73079982537388,0.5059236104156756,5.196436181081982
0,342,-34.71764208430135,0.5103971591770323,4.8710702020852485
0,343,-34.836661941128646,0.5074823375519353,4.857296540369406
0,344,-34.62302055854205,0.5101989595367598,4.886719477752459
0,345,-34.78477484465922,0.5095131426856828,4.863153529573688
0,346,-34.21639065484003,0.5056033994711449,5.20069258163374
0,347,-33.18209240450602,0.4980591249124629,5.339301094217062
0,348,-33.60420718718264,0.5014336486955097,5.081120373111634
0,349,-32.89888164147391,0.49649053667220416,5.029797538776565
0,350,-31.90481167837532,0.4895153360463343,4.8802915571572205
0,351,-32.007608793138004,0.48854612545437454,4.879141657722704
0,352,-33.00411977696188,0.49661831221545405,5.246435681233676
0,353,-34.30919962611444,0.5061091081915555,4.7712721130175275
0,354,-34.4875952360709,0.505872424633363,4.932361626805689
0,355,-34.794998432142776,0.5083066384052506,5.108890938177345
0,356,-34.299846641356694,0.5064004617278655,5.307449020379231
0,357,-33.344905061412035,0.49981204272385815,5.417225666691415
0,358,-33.27618119376094,0.5008020536279855,5.4174681847477295
0,359,-32.731531856368264,0.4966974920617505,4.959294180385303
0,360,-33.537907274804574,0.5024771028452809,5.043053795182313
0,361,-33.57566137578229,0.5017316005218235,4.942222457144111
0,362,-32.70795702116434,0.49561723546565806,5.370984158114183
0,363,-32.610609316407285,0.4967412237716541,5.352370361067329
0,364,-31.71624513168063,0.4908298713986108,4.745458391239118
0,365,-31.893849784319443,0.48925693364358835,4.793078342492512
0,366,-31.842322119049847,0.4887543004619567,4.84973155079805
0,367,-32.92086927617566,0.49502303759498667,4.995087333442045
0,368,-32.485381891348666,0.4932762383959151,5.009325092667478
0,369,-32.111907328377534,0.4873411541925578,5.0985746277510415
0,370,-34.361725911648634,0.508144404501322,5.083914390934896
0,371,-33.18390212087852,0.49643355253138294,4.823525765987965
0,372,-33.163291199850335,0.49869334047511765,4.893098140740654
0,373,-35.03291308346918,0.5119076029926304,4.98838184269672
0,374,-34.997974307240554,0.5119689024454724,4.989908773445925
0,375,-34.778621665615304,0.5093049579335674,5.03227640219508
0,376,-34.12421345914869,0.5032977450594501,4.858504532718639
0,377,-32.72777847870085,0.4924731909166429,4.995412789066299
0,378,-32.390996534547504,0.49191506555694753,4.826152903801912
0,379,-33.01081053609457,0.4951998963571927,4.9212143822928285
0,380,-32.037189833174224,0.489675114316764,4.678155224338026
0,381,-32.02296933056696,0.4902639303530004,4.694527102191321
0,382,-32.22834726004209,0.4894025319565213,4.802473644403307
0,383,-32.339052957659185,0.4928675906756633,4.842292694495585
0,384,-32.25101118477482,0.4903890710355788,4.956611077917252
0,385,-31.865817809595743,0.4903572688585144,5.13344130073259
0,386,-32.070417357944905,0.49117056438506074,5.139643646676629
0,387,-32.58432314291013,0.4953474201322841,4.732498383436573
0,388,-32.97421619664813,0.4938916617362905,4.665689343803819
0,389,-32.8298003166379,0.4959971434721769,4.688479410865847
0,390,-32.05074567570024,0.4905223324897086,4.7928242768442795
0,391,-31.978880624002095,0.4893365056900107,5.219685873612389
0,392,-34.972056827416786,0.5104442271763346,5.22752080986467
0,393,-35.015615122824244,0.5112944980614857,5.240692353628708
0,394,-34.04034252013626,0.5038511617636554,5.102945422247442
0,395,-34.334328694057774,0.5057038633926733,5.058588409742648
0,396,-31.231103708769517,0.4846011210580403,5.1692189828873145
0,397,-34.101359970125884,0.5030103644375683,4.958149513465559
0,398,-34.573416978212656,0.5066362627600582,4.860947589790008
0,399,-34.573416978212656,0.5066362627600582,4.860947589790008
0,400,-33.03026662108158,0.4968767944570735,5.122916800273456
0,401,-35.24188468720452,0.5120365026177236,5.0934982541032925
0,402,-34.22924588819852,0.5050631931668776,4.993941133408438
0,403,-34.3572431526283,0.5041506688572528,4.997215793287872
0,404,-34.07137315013544,0.5049248394441117,4.990038684881579
0,405,-34.62421422581099,0.5064047019919145,4.956410022401483
0,406,-34.13848608297771,0.5061966743720594,4.842973307163615
0,407,-34.22020045656216,0.5033964388387568,4.901006177523652
0,408,-31.73229698344443,0.48965296718382634,4.915393259005431
0,409,-32.04332034333463,0.48715234800887464,4.921978021292956
0,410,-35.39853339758642,0.5137575720482878,4.884936166233867
0,411,-34.32395579675868,0.5072398822424735,5.034274244007086
0,412,-33.02556301954883,0.4963106135671796,5.082396396496783
0,413,-33.03160044808,0.49658508734876283,5.1073074127007345
0,414,-35.521045648324815,0.5126843510674235,5.088307309574934
0,415,-32.86003348806114,0.49242696262521685,5.176658129607574
0,416,-33.91168682684869,0.5034631402527379,4.949770542664304
0,417,-34.02059073962928,0.5034951784630602,4.830108196459911
0,418,-34.31412443753165,0.5057117559741416,4.791448330246244
0,419,-33.13964267938538,0.49674659572912006,5.172908369783782
0,420,-33.419194093125284,0.5000379845897875,5.171212667569527
0,421,-34.717093346147806,0.507888040320529,4.866718184539966
0,422,-33.23790510329081,0.49934240580832007,4.86256609070511
0,423,-33.354256197284606,0.49960914600222506,4.857686212741822
0,424,-33.093933332235224,0.49396875179675703,5.2298465886795
0,425,-32.71079034267797,0.49356487216926687,5.161529363087909
0,426,-33.78163181761379,0.5025803848924452,5.256948698229058
0,427,-33.78626262183771,0.5023809140724923,5.22141781456628
0,428,-32.88964995707102,0.4930982461496505,5.045893853087943
0,429,-33.478248988165134,0.5034048858915806,5.083917195641985
0,430,-33.73488139095776,0.5019363525310873,5.058034428070205
0,431,-33.6754550263834,0.5021146886976257,5.055971571313109
0,432,-33.67509740545317,0.5042650533320125,5.174354233777045
0,433,-34.08737117406923,0.5048208303275851,5.272925366494524
0,434,-32.92929598584611,0.49619275011939984,5.053538862664998
0,435,-32.89298576750823,0.49644774823670745,5.047451246586209
0,436,-33.39120491160905,0.49956549381186116,5.01910187784267
0,437,-33.94424657204204,0.5025935046225958,4.949785507231815
0,438,-34.18850827761282,0.5064638249627654,4.790360321685975
0,439,-34.252733605883805,0.5059487299323112,4.762037477067062
0,440,-33.2187037226452,0.49941449030984775,5.075956488016614
0,441,-34.37573044490863,0.5079487912742765,4.948257751190951
0,442,-34.28245089688003,0.5086635296456347,4.944938702886109
0,443,-34.793763529056015,0.5059519791566552,4.977145946694121
0,444,-33.58430166522593,0.5005332256256445,5.140507234216603
0,445,-33.78054624342921,0.4998261169799719,5.154800694221963
0,446,-33.264444435589766,0.4997080370461596,5.15757756410952
0,447,-31.280259720776456,0.48616319464409663,5.040961437556986
0,448,-31.205309306530335,0.4838203728792939,5.0721571410608846
0,449,-31.205309306530335,0.4838203728792939,5.0721571410608846
0,450,-32.82056651790325,0.49361391576872515,5.122002239449522
0,451,-33.93147653427167,0.5009205637514783,4.9988565698267555
0,452,-33.94682597044743,0.5009470099869197,4.998301665898039
0,453,-33.015853914609366,0.49503039663931037,4.9915518350673995
0,454,-32.68424980827919,0.4963556713854512,5.042062197705496
0,455,-32.45111975334103,0.4920134475953448,4.958017141710912
0,456,-33.21608136778206,0.4985279460134484,5.011276405195277
0,457,-33.00135173362475,0.4960941846179395,4.935600182741047
0,458,-33.05568960216741,0.4950651204507227,4.683935840861518
0,459,-33.382682390376914,0.4974983223183141,4.636065239125205
0,460,-32.9927334486915,0.49794112910078536,4.776311176159565
0,461,-33.02417253906644,0.4972674633805938,4.789456574279452
0,462,-34.12782339192783,0.505846115752758,4.980923929011951
0,463,-33.56183894652204,0.5013000745409553,4.9814347112803
0,464,-34.537442744413525,0.50720023326354,5.003460385855696
